worker_id,average_monthly_income,income_volatility,working_days_per_month,gig_duration_months,completion_rate,cancellation_rate,platform_rating,existing_monthly_obligations,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,loan_repaid
228,3391.37,0.375,26,23,0.5,0.143,3.22,860.86,3073.51,3660.85,3333.68,2855.29,4662.27,3515.23,0
229,3898.31,0.26,19,19,0.602,0.155,3.88,125.67,5031.68,5649.12,3996.59,4445.07,4687.67,3187.51,1
230,1019.27,0.409,8,19,0.395,0.122,3.93,292.09,1020.09,1875.82,990.58,979.85,392.89,457.05,1
231,870.24,0.342,24,18,0.538,0.075,3.93,112.42,953.55,829.59,762.62,840.17,570.82,620.78,1
232,972.34,0.422,18,23,0.408,0.242,3.78,277.97,2248.3,693.57,1650.31,1084.42,1257.54,718.15,1
233,526.06,0.359,17,23,0.54,0.098,3.67,64.28,524.54,745.4,703.92,226.27,304.0,481.56,0
234,500.55,0.352,17,23,0.464,0.172,3.53,109.67,377.83,723.52,483.42,492.11,642.52,560.05,1
235,1762.03,0.284,20,29,0.613,0.107,3.88,226.91,2003.09,1983.19,1808.65,1987.95,2732.28,2033.83,0
236,1666.92,0.542,22,7,0.275,0.193,3.52,251.6,2329.85,2304.08,2909.84,890.5,2004.02,1297.51,1
237,4434.45,0.432,20,18,0.507,0.215,4.01,1018.93,5010.87,5486.14,3314.96,5310.44,2666.82,7469.18,1
238,1523.22,0.368,25,19,0.516,0.137,3.34,113.46,1611.15,969.17,982.15,554.68,1622.13,1315.15,1
239,883.59,0.097,26,39,0.941,0.017,4.63,326.75,1011.26,778.63,903.13,891.65,972.7,715.94,1
240,1508.94,0.227,21,18,0.666,0.09,3.82,147.61,1973.01,1491.54,1650.47,1967.86,1542.76,1391.12,1
241,1027.8,0.381,17,18,0.576,0.101,3.79,95.94,981.9,949.06,1219.26,942.13,1217.43,1046.28,0
242,1478.83,0.133,26,38,0.788,0.04,4.24,340.15,1352.47,1533.22,1641.38,1286.75,1321.85,836.12,1
243,1973.87,0.317,24,14,0.553,0.107,4.44,559.31,2242.18,1891.84,1515.92,1082.97,1521.48,2728.62,1
244,884.33,0.202,26,29,0.682,0.183,3.89,136.28,768.12,579.47,632.23,954.23,1046.5,866.6,1
245,1773.53,0.179,21,23,0.717,0.126,4.19,167.21,2054.18,1103.84,1588.19,2067.77,1547.77,1408.16,1
246,2887.18,0.187,25,31,0.856,0.039,4.58,306.65,3116.62,3286.18,3201.99,2856.83,1487.9,2367.7,1
247,3662.57,0.328,23,20,0.48,0.199,3.46,357.46,6868.65,2866.71,2555.58,3105.78,3294.73,4577.22,1
248,2120.65,0.136,22,29,0.931,0.0,4.22,434.0,2544.09,2053.94,1564.86,1565.7,2210.96,2374.7,1
249,1874.37,0.452,13,15,0.203,0.288,3.34,326.89,959.46,1401.13,1996.73,1979.56,2772.12,1324.13,1
250,1239.15,0.2,20,33,0.852,0.122,3.95,265.26,1110.57,1012.85,1098.6,1068.32,1647.07,903.24,0
251,1242.08,0.266,20,24,0.661,0.217,3.74,259.83,610.78,932.08,672.41,1033.7,1270.02,1285.25,0
252,3566.53,0.273,23,24,0.542,0.185,4.3,877.17,1481.42,4561.26,3639.15,5143.15,4208.93,3873.2,1
253,644.73,0.419,24,16,0.426,0.185,3.34,94.91,675.49,580.1,540.34,157.85,677.33,797.5,1
254,1237.21,0.143,18,30,0.831,0.127,4.49,149.63,1026.98,1349.13,1532.72,943.16,1299.64,1137.93,1
255,2880.04,0.26,19,21,0.541,0.103,4.07,554.42,4109.29,3456.08,2946.58,3053.3,2740.08,2788.58,1
256,1255.49,0.277,19,18,0.49,0.128,3.31,220.47,1657.71,1365.46,1459.08,1121.65,1389.73,1262.49,1
257,1278.67,0.346,23,20,0.54,0.132,3.94,256.04,1158.67,1633.19,1271.06,1049.36,956.04,1706.02,1
258,765.19,0.59,14,6,0.126,0.307,2.55,94.17,617.09,771.64,495.65,888.18,1658.4,1364.83,1
259,1783.04,0.169,21,27,0.791,0.029,4.41,412.55,2230.06,2193.48,1636.29,1860.05,1063.39,2264.77,1
260,1794.46,0.511,12,10,0.215,0.168,3.17,153.84,3365.79,2549.07,2785.09,902.19,2317.64,2988.1,1
261,3265.92,0.234,25,22,0.789,0.084,4.21,472.8,2553.37,3996.69,3837.27,2813.83,3510.07,4651.5,1
262,1710.83,0.234,22,39,0.734,0.122,3.62,462.48,1286.56,1335.6,1115.66,1730.64,1859.27,2115.9,1
263,2693.76,0.349,18,17,0.459,0.12,3.95,241.08,2410.85,2941.1,1520.57,2850.74,1582.39,2140.0,1
264,1299.72,0.499,16,14,0.229,0.246,3.71,343.15,1579.19,110.38,526.45,1612.94,212.06,2293.64,1
265,2017.61,0.585,21,24,0.235,0.28,2.97,135.73,1411.74,3670.09,3267.98,1329.78,2732.11,394.14,1
266,714.22,0.325,17,17,0.558,0.19,3.59,37.98,819.24,569.46,312.12,794.82,1025.66,1263.35,1
267,3736.12,0.354,17,16,0.684,0.117,4.0,226.0,6317.0,3094.7,4776.9,4993.74,4027.56,2445.57,1
268,1316.35,0.587,21,8,0.047,0.254,3.38,249.24,229.47,259.36,1624.29,1352.57,1938.84,2002.52,0
269,271.53,0.336,20,33,0.454,0.243,2.79,64.73,230.91,268.23,284.92,262.16,229.77,403.19,1
270,3006.75,0.578,19,14,0.167,0.229,4.04,852.13,597.22,2540.73,2185.05,2597.55,3582.77,3804.64,1
271,1286.27,0.462,20,18,0.357,0.228,3.72,356.33,788.88,2369.95,1992.96,919.2,2014.98,67.23,1
272,1145.22,0.262,20,17,0.406,0.266,4.12,285.18,1056.76,1403.14,1179.28,863.66,1051.1,860.67,1
273,674.27,0.562,15,7,0.189,0.265,3.15,76.5,398.72,479.26,127.03,561.3,1123.57,809.48,1
274,1634.61,0.522,21,19,0.277,0.151,2.64,184.32,2078.25,213.0,601.12,2019.23,240.01,2176.92,1
275,869.15,0.419,24,17,0.229,0.151,3.87,211.22,924.18,36.71,269.6,545.04,645.7,803.98,1
276,1197.98,0.306,25,26,0.588,0.108,3.67,351.85,1307.56,821.9,1637.86,1170.35,1398.04,1225.22,1
277,851.45,0.346,15,23,0.405,0.204,3.92,83.02,761.2,459.71,1270.57,795.12,1411.39,419.19,1
278,1056.38,0.527,22,8,0.182,0.247,3.24,299.5,936.92,1250.44,1661.06,2045.99,1064.33,2044.07,1
279,1000.05,0.351,19,26,0.386,0.284,3.84,26.37,876.96,949.18,949.81,1253.76,637.13,867.39,1
280,2319.3,0.291,18,26,0.621,0.137,3.57,489.82,2151.3,2331.0,1355.63,2796.65,3589.48,2852.18,1
281,1342.05,0.455,17,18,0.433,0.145,3.78,230.42,1597.64,763.2,699.1,1903.28,1265.1,2198.22,1
282,1941.84,0.373,23,22,0.528,0.081,3.29,317.81,547.98,2052.01,1225.25,1546.4,2423.58,1104.83,1
283,2904.35,0.117,26,27,0.733,0.146,5.0,530.05,3002.14,2421.98,2888.84,3371.9,2790.78,2947.83,1
284,1014.73,0.51,16,12,0.268,0.203,4.26,113.35,564.77,968.99,1733.35,1097.17,1088.42,1158.71,1
285,965.7,0.293,25,21,0.681,0.024,4.7,208.29,869.7,1200.89,1357.63,953.05,806.46,892.6,1
286,5890.01,0.1,25,38,0.851,0.058,4.92,1088.79,4965.86,5673.74,5601.0,5171.1,7226.13,6438.84,1
287,1913.5,0.518,16,12,0.308,0.143,3.39,487.61,1557.91,2353.33,0.0,1515.34,3094.49,1251.99,1
288,2767.57,0.499,15,9,0.335,0.165,3.86,850.28,3151.55,35.89,1154.99,327.35,5210.8,2843.54,1
289,3326.06,0.185,24,20,0.703,0.094,4.1,632.46,3607.71,2058.54,4058.45,3173.14,2840.23,3097.53,1
290,892.82,0.443,18,7,0.161,0.184,2.82,102.23,424.0,1022.15,984.36,665.08,171.6,1811.84,0
291,229.92,0.504,12,18,0.094,0.222,3.98,20.46,277.32,351.3,188.69,183.74,195.96,153.08,1
292,644.23,0.374,22,24,0.273,0.165,3.94,203.49,919.07,586.79,541.66,310.04,1251.03,823.86,1
293,2477.92,0.173,21,32,0.796,0.035,4.2,757.33,2266.36,3397.21,2156.16,2779.44,2339.99,3247.84,1
294,1267.65,0.514,24,14,0.201,0.169,2.87,318.17,1268.25,326.63,482.86,1653.95,1953.36,668.93,1
295,658.79,0.552,11,7,0.098,0.221,2.99,121.74,0.0,411.63,1411.94,1272.99,286.28,693.44,0
296,293.81,0.391,19,21,0.473,0.107,2.91,72.05,190.86,309.88,491.02,484.47,198.67,180.61,0
297,1714.01,0.1,21,24,0.892,0.076,4.66,487.39,1760.23,1793.35,1573.57,1740.7,1700.37,1370.06,1
298,706.93,0.335,17,29,0.61,0.127,3.25,92.3,933.2,568.65,291.58,949.29,1206.55,521.02,1
299,878.19,0.316,18,22,0.606,0.178,3.93,160.17,712.12,584.65,925.03,950.6,1183.09,720.13,1
300,3647.66,0.089,30,43,0.833,0.156,3.99,333.77,4517.44,3849.76,3599.61,3508.41,2978.66,3481.18,1
301,682.88,0.448,19,13,0.277,0.235,2.98,115.87,778.8,723.6,874.84,597.88,886.63,591.3,1
302,807.77,0.281,18,30,0.579,0.148,4.03,245.19,518.96,729.6,1001.59,952.68,547.23,809.16,1
303,982.66,0.477,10,17,0.223,0.251,3.27,261.67,1586.34,1216.6,433.92,2899.88,663.01,421.37,1
304,2023.17,0.305,14,17,0.387,0.197,4.16,386.02,1249.26,1938.95,2813.93,2743.92,2338.43,2240.36,1
305,1313.0,0.179,21,25,0.74,0.087,3.67,0.0,1390.35,1280.09,1229.82,1371.04,1642.37,1598.77,1
306,3208.83,0.387,18,25,0.593,0.12,3.45,409.24,2053.73,2989.33,3964.5,3810.21,4886.05,4862.9,1
307,668.69,0.338,20,24,0.607,0.067,2.86,125.84,361.49,482.88,609.52,776.15,743.72,609.81,1
308,357.23,0.475,9,19,0.333,0.229,2.56,58.13,520.38,200.77,513.66,341.92,415.84,508.81,0
309,441.55,0.525,17,13,0.262,0.203,4.1,80.64,381.34,319.69,0.0,616.91,753.61,283.7,1
310,476.78,0.501,22,3,0.366,0.251,4.21,95.07,888.89,484.44,653.1,439.66,100.52,394.78,1
311,2662.22,0.14,30,27,0.786,0.119,4.34,365.54,2284.04,1967.01,2353.15,2286.42,3341.11,2810.28,1
312,543.02,0.427,11,12,0.302,0.163,3.24,97.42,181.18,762.21,560.07,654.77,372.27,465.37,0
313,510.24,0.418,16,20,0.506,0.206,3.5,85.74,407.87,514.18,775.91,641.58,565.87,240.48,1
314,1832.61,0.227,18,23,0.685,0.0,4.37,226.77,3035.36,1389.42,1498.41,1771.93,1626.11,2179.33,1
315,2091.31,0.389,19,17,0.324,0.286,3.36,685.34,2770.53,3408.01,1309.39,2343.69,1149.76,1416.42,0
316,2051.74,0.447,14,12,0.428,0.096,3.67,291.11,2559.65,2090.07,1710.65,2932.85,2475.01,1574.94,1
317,2682.67,0.436,26,17,0.396,0.196,3.64,0.0,3369.92,1119.35,2173.25,2622.01,2959.63,3921.74,1
318,816.32,0.31,20,33,0.444,0.18,3.54,263.4,693.47,1214.56,550.23,703.06,789.62,952.42,1
319,1860.47,0.257,21,35,0.594,0.178,3.78,208.93,3167.68,2509.38,1911.37,1520.74,1787.35,1944.82,1
320,1839.74,0.479,24,10,0.289,0.181,3.51,463.6,2243.19,1039.36,1979.05,1616.23,3183.69,545.68,1
321,1441.99,0.132,24,29,0.925,0.0,3.97,181.01,1511.11,1380.72,1529.83,1733.18,1858.0,1221.3,1
322,1771.47,0.302,23,16,0.713,0.075,4.07,399.54,2298.6,1526.56,1332.82,1665.31,2442.06,1984.13,1
323,541.73,0.537,16,20,0.332,0.176,3.34,95.43,171.48,0.0,267.22,646.26,622.4,724.94,0
324,1101.39,0.11,18,30,0.86,0.0,4.38,286.39,994.44,1140.88,1086.96,1061.92,902.25,1132.16,1
325,2008.79,0.24,20,29,0.875,0.053,4.69,327.24,1890.44,2416.16,1890.67,1811.05,2311.09,1780.43,1
326,5229.56,0.212,30,36,0.89,0.0,4.15,667.16,6330.3,5958.95,4978.79,4253.2,5975.05,4667.04,1
327,4240.24,0.082,27,34,0.985,0.056,4.83,850.43,3789.33,4251.62,3994.57,4275.07,4508.18,4315.22,1
328,2652.21,0.2,24,24,0.627,0.101,3.41,396.24,2616.53,3151.23,2827.02,2378.32,2047.87,1989.19,1
329,1398.89,0.313,17,22,0.502,0.243,3.66,35.9,1307.5,902.1,986.49,1956.19,1770.84,1439.01,0
330,1754.72,0.225,26,35,0.624,0.101,4.07,231.41,1131.9,2474.02,1706.38,1712.19,2372.47,1205.33,1
331,622.68,0.215,17,38,0.784,0.095,4.94,254.99,554.48,519.21,581.62,616.71,491.0,481.61,1
332,475.41,0.565,10,12,0.057,0.245,2.36,16.3,621.07,297.86,466.43,427.02,659.32,523.28,1
333,566.35,0.58,14,12,0.236,0.13,3.12,112.86,78.87,377.31,955.89,688.3,299.56,758.03,1
334,1943.14,0.5,25,15,0.11,0.232,3.94,312.01,3314.95,1313.14,665.45,3392.3,1841.79,2275.37,1
335,3407.29,0.197,29,19,0.577,0.164,3.69,1113.89,3720.73,3278.23,1805.86,2710.97,2771.97,2660.91,1
336,1872.01,0.447,17,12,0.401,0.2,3.49,170.57,2161.6,1678.31,1374.71,2104.52,1578.49,306.09,1
337,1901.22,0.6,14,6,0.179,0.211,3.34,357.63,1910.56,2049.05,588.36,112.31,1510.14,1891.74,0
338,1051.83,0.41,12,14,0.161,0.157,3.63,247.07,580.22,698.35,0.0,1579.95,1229.83,231.77,0
339,818.48,0.359,21,25,0.397,0.203,4.43,135.59,627.5,867.46,1331.84,786.7,1080.22,1096.11,1
340,1587.02,0.193,22,34,0.661,0.126,4.2,188.21,1698.09,1252.3,1758.83,1128.14,1960.34,1255.09,1
341,835.55,0.47,21,11,0.41,0.21,3.98,148.91,579.71,1123.11,1097.47,334.68,579.59,1712.68,1
342,2429.13,0.298,24,21,0.731,0.073,3.73,377.1,2565.76,2950.37,2222.48,3018.28,2689.63,1732.76,1
343,1168.59,0.32,20,23,0.522,0.055,3.54,181.15,832.82,1166.43,1325.78,546.78,758.38,1341.52,1
344,1892.29,0.113,26,32,0.885,0.075,4.26,481.51,1988.81,1753.37,1801.92,1951.79,1868.62,1734.79,1
345,2048.96,0.327,18,26,0.467,0.153,3.34,434.86,2401.85,2257.67,2595.2,1761.5,2077.63,1936.15,1
346,1171.55,0.188,25,30,0.8,0.139,4.32,262.59,812.14,975.55,1213.3,1128.54,967.84,1212.17,1
347,2841.69,0.201,20,23,0.865,0.055,3.96,586.59,2880.16,2861.43,2820.82,2456.54,3161.26,3333.41,1
348,476.5,0.604,18,17,0.245,0.206,2.95,122.36,38.39,432.79,487.71,202.16,431.66,770.03,1
349,1508.49,0.452,20,16,0.299,0.216,3.65,428.93,240.49,3300.36,2506.96,1176.38,1613.67,2004.05,0
350,1660.6,0.255,23,29,0.704,0.064,3.7,260.82,1408.95,1140.66,1731.51,1902.97,2179.47,2100.28,1
351,2627.14,0.309,24,17,0.537,0.104,4.11,645.11,4899.14,460.42,1790.76,2389.47,2279.73,2126.66,1
352,513.19,0.353,14,18,0.618,0.111,3.57,39.16,653.63,397.7,574.08,589.48,667.18,630.7,1
353,393.18,0.505,13,11,0.239,0.164,3.87,0.0,669.41,52.76,490.22,345.11,679.49,325.53,1
354,2754.31,0.143,22,34,0.686,0.087,4.09,898.22,2993.6,2468.51,2697.4,2994.71,3297.69,3142.19,1
355,1072.1,0.295,16,33,0.632,0.209,4.24,164.39,1137.13,661.3,1055.6,1203.46,1012.54,1108.68,0
356,1020.11,0.516,16,9,0.229,0.265,3.45,204.22,1491.18,544.24,459.16,735.63,508.38,1346.43,1
357,675.01,0.529,15,10,0.045,0.274,3.58,55.34,446.46,294.47,709.7,334.22,421.32,779.17,1
358,3469.84,0.215,28,33,0.813,0.144,4.24,271.66,3820.15,4186.78,2565.62,4181.35,2288.5,4035.96,1
359,1263.19,0.517,17,14,0.211,0.176,2.59,155.33,2032.09,1231.49,1099.38,731.88,1711.31,735.63,1
360,1981.29,0.26,25,21,0.77,0.202,4.34,458.53,2341.87,2535.72,1636.24,2239.46,2366.96,1170.92,1
361,829.74,0.262,23,24,0.568,0.105,3.98,115.07,1099.76,838.53,1043.3,836.49,855.25,1044.62,1
362,2292.95,0.184,21,17,0.875,0.152,4.54,351.13,2370.15,2685.57,2948.28,2097.16,1711.1,2861.63,1
363,894.98,0.26,22,27,0.744,0.184,4.28,107.79,1288.07,824.79,629.15,994.75,810.12,868.06,1
364,1006.92,0.37,23,16,0.502,0.057,3.38,275.16,929.34,1601.03,1005.2,1516.58,1521.19,1309.13,1
365,828.89,0.218,27,27,0.628,0.186,3.7,206.79,1210.85,913.84,772.91,941.71,938.85,535.02,1
366,1334.14,0.338,20,23,0.491,0.133,4.13,188.47,1593.16,981.99,1543.86,1392.52,1687.74,1053.47,1
367,2446.26,0.279,15,22,0.637,0.082,3.82,574.21,2183.81,2869.49,2512.05,3554.64,4707.53,2502.28,1
368,1540.13,0.198,15,25,0.717,0.117,4.44,247.01,1180.53,1548.4,1421.99,1029.52,1640.19,1010.92,1
369,687.23,0.577,14,5,0.03,0.212,3.04,105.14,366.81,606.92,724.4,246.17,0.0,80.7,0
370,1140.84,0.371,11,13,0.644,0.134,4.22,200.81,734.63,1181.49,1049.95,944.18,674.62,1207.71,1
371,2034.6,0.24,29,31,0.616,0.069,4.14,470.93,1991.33,2400.98,2809.6,2726.79,2183.62,1739.22,1
372,1622.86,0.335,23,26,0.387,0.182,3.92,176.28,929.68,470.69,1191.03,2135.87,1633.06,1434.23,1
373,1482.9,0.385,18,24,0.491,0.214,3.61,326.52,2221.55,1282.38,1630.02,502.25,1384.63,1250.74,1
374,671.04,0.361,16,28,0.547,0.153,3.86,254.88,697.87,836.44,794.52,565.32,633.63,360.06,1
375,1426.63,0.438,22,18,0.343,0.166,3.95,277.69,1470.44,1581.66,1700.49,599.82,936.7,1290.77,1
376,472.84,0.261,17,25,0.625,0.141,3.88,86.46,329.15,333.96,436.11,467.85,518.93,471.15,1
377,1635.57,0.45,15,11,0.546,0.063,3.85,283.39,1069.28,0.0,2643.12,2299.65,2662.33,1206.48,1
378,450.5,0.566,13,3,0.0,0.228,3.15,98.33,0.0,884.03,0.0,699.18,892.04,322.69,0
379,3495.76,0.192,23,24,0.702,0.073,4.15,178.87,4580.78,3370.29,2762.08,3675.51,4638.58,3358.96,1
380,412.38,0.238,25,24,0.829,0.102,4.75,130.35,273.2,561.01,477.52,370.66,318.53,492.86,1
381,4519.63,0.312,25,24,0.396,0.191,4.31,1168.3,2629.87,5639.15,3280.2,4385.28,4491.22,4386.6,1
382,569.01,0.4,24,19,0.441,0.186,3.7,73.08,890.64,388.39,355.41,724.52,497.58,130.59,1
383,742.78,0.246,21,32,0.698,0.094,3.98,135.57,813.71,284.94,657.27,1172.4,851.13,524.26,1
384,1903.68,0.328,24,25,0.624,0.075,3.51,257.78,1979.0,1615.38,1413.58,1164.39,1852.09,2484.97,1
385,1530.24,0.508,15,19,0.324,0.263,3.34,312.08,1794.58,1501.31,2025.16,2764.54,1354.96,997.63,1
386,875.82,0.419,12,18,0.475,0.116,3.75,161.95,1225.52,1041.03,1207.37,965.29,1409.07,843.38,1
387,1784.6,0.48,15,13,0.171,0.248,3.72,353.87,1870.21,832.47,1860.3,2487.64,1868.92,3434.43,1
388,749.65,0.352,16,25,0.555,0.126,3.97,73.27,341.82,796.69,1028.3,798.58,782.46,916.59,1
389,913.16,0.432,16,11,0.278,0.229,3.12,129.19,1202.52,983.27,365.99,1467.33,1076.25,65.31,0
390,1395.73,0.103,20,41,0.755,0.051,4.66,379.2,1456.4,1537.37,1406.63,1443.09,1492.87,1603.31,1
391,939.01,0.413,18,18,0.49,0.2,3.65,128.92,1393.66,819.95,1462.11,687.25,1203.66,997.09,0
392,342.2,0.576,19,7,0.092,0.316,2.8,0.0,96.0,429.47,534.74,430.92,648.13,414.99,0
393,1790.28,0.273,28,25,0.61,0.167,4.42,300.68,1433.64,1931.33,2492.63,2341.28,1161.62,1939.02,1
394,1270.83,0.177,15,23,0.771,0.085,4.69,473.92,1358.89,1467.48,1138.31,1270.88,1343.7,1475.96,1
395,2774.42,0.189,17,24,0.879,0.029,4.21,687.81,2279.21,2344.54,3255.3,1686.98,2720.74,2732.61,1
396,504.37,0.408,15,13,0.36,0.321,3.77,67.22,19.89,0.0,416.49,480.7,442.41,199.3,0
397,1062.68,0.342,23,19,0.488,0.098,4.11,186.98,1134.42,976.58,1279.03,1098.33,1338.14,1180.29,1
398,2075.87,0.536,16,9,0.204,0.263,3.78,486.56,3071.91,1818.83,3534.73,2025.87,3518.78,538.07,0
399,1044.68,0.606,13,14,0.027,0.28,3.43,41.26,963.05,311.86,541.96,731.0,670.04,2194.75,1
400,2315.08,0.298,24,30,0.686,0.095,3.39,258.17,2693.52,1273.88,1033.82,3228.51,3479.77,2065.05,1
401,1934.36,0.418,23,17,0.44,0.169,4.46,409.83,2260.6,1469.54,3428.65,15.12,776.45,1892.51,1
402,2517.42,0.116,24,30,0.935,0.011,4.78,774.25,2520.48,2483.9,2659.84,2544.84,2689.64,2320.17,1
403,3271.06,0.484,15,20,0.191,0.244,3.3,473.83,3486.1,3421.99,3101.7,3441.84,1862.33,3807.49,1
404,1534.69,0.388,21,20,0.326,0.204,3.35,468.64,2337.42,174.96,1438.3,2781.11,1152.85,1805.04,1
405,797.82,0.314,20,22,0.453,0.291,4.06,95.46,556.47,358.91,273.14,794.21,812.86,627.94,1
406,1712.02,0.462,17,24,0.469,0.206,3.38,0.0,2323.38,2605.33,1877.09,2064.45,1396.61,2070.33,1
407,953.25,0.323,18,28,0.425,0.19,3.91,228.31,589.53,894.85,789.83,991.76,71.33,974.11,1
408,1294.69,0.398,22,16,0.429,0.191,3.85,289.02,885.3,1293.44,1321.72,1343.33,1609.66,1245.31,1
409,2164.45,0.241,23,26,0.695,0.188,3.89,517.07,2787.27,1470.1,2180.22,3082.58,2570.54,1773.05,1
410,964.27,0.361,24,17,0.493,0.098,3.32,227.35,543.14,962.74,0.0,577.32,908.21,1769.88,1
411,1007.15,0.486,23,16,0.304,0.185,3.62,196.74,888.94,823.33,1246.89,680.69,889.89,1585.88,1
412,1803.25,0.402,21,9,0.515,0.046,3.36,287.25,3516.38,1354.51,1940.35,2350.39,1532.72,2331.67,1
413,792.85,0.526,16,15,0.334,0.214,3.49,128.72,1220.79,182.86,927.74,900.02,78.7,1262.9,1
414,2365.39,0.468,22,17,0.323,0.232,2.9,338.65,1549.55,1404.22,2162.4,2051.94,354.16,2697.31,0
415,818.58,0.332,22,16,0.593,0.072,3.63,121.12,664.68,1354.95,831.89,799.39,1037.16,723.57,1
416,975.81,0.359,30,14,0.406,0.24,3.97,34.27,916.27,853.5,1036.29,1295.66,1348.43,50.79,1
417,3814.3,0.519,19,17,0.382,0.139,3.69,316.04,6412.32,5377.97,4357.42,4774.92,4996.19,1400.37,1
418,712.26,0.197,25,16,0.772,0.06,3.73,118.89,571.99,684.75,778.86,612.41,765.37,1015.45,1
419,1442.57,0.314,21,21,0.594,0.127,3.32,1.05,962.14,1301.4,1570.46,1550.12,1796.6,1967.33,1
420,3962.84,0.487,19,18,0.404,0.249,3.63,76.77,5339.8,2735.2,7533.29,3866.71,5345.12,4353.37,1
421,1247.39,0.426,18,17,0.385,0.131,3.85,191.17,353.48,1962.9,861.34,1497.53,829.9,408.56,1
422,2769.23,0.435,19,13,0.252,0.221,3.64,470.03,1672.02,3218.52,2317.67,2382.55,3037.14,3533.69,0
423,2745.8,0.148,25,28,0.718,0.129,3.97,425.41,2711.22,2424.91,3433.82,2254.75,2625.48,2632.81,1
424,2157.86,0.052,29,31,0.839,0.089,4.49,0.0,2154.03,2113.31,2140.38,2233.87,2125.88,2236.76,1
425,1633.35,0.214,24,22,0.761,0.11,4.7,496.85,1156.85,2009.03,1958.66,1824.92,2031.49,1245.09,1
426,514.09,0.116,22,40,0.908,0.081,4.47,33.47,535.22,344.5,522.18,598.64,608.16,484.82,1
427,1068.07,0.423,18,21,0.488,0.12,3.03,122.34,1318.44,1208.46,965.08,472.98,7.25,1468.25,1
428,1637.82,0.175,17,23,0.736,0.17,4.13,129.48,1447.8,1792.02,1920.71,1617.64,1564.66,2190.77,1
429,1310.75,0.567,22,7,0.0,0.264,3.93,372.15,2544.76,753.66,1695.96,1139.56,1082.32,821.51,0
430,6415.71,0.271,19,18,0.539,0.123,3.42,1371.13,7005.64,6684.26,3750.99,5727.45,8433.3,4679.29,1
431,1869.52,0.426,24,18,0.495,0.214,3.78,265.73,1069.8,2269.28,2007.59,643.1,715.24,2683.58,1
432,1484.36,0.607,17,9,0.054,0.225,3.08,202.63,2944.98,374.87,587.63,523.44,0.0,348.94,1
433,2818.92,0.396,21,21,0.371,0.193,3.7,547.91,2234.21,3759.62,4239.19,3121.18,3736.16,1491.54,1
434,2643.48,0.073,24,34,1.0,0.0,4.43,212.21,2677.79,2700.51,2979.84,2547.62,2828.18,2694.49,1
435,1013.37,0.413,15,12,0.166,0.355,3.89,213.27,809.46,949.29,1798.36,667.19,266.06,1887.04,1
436,1485.77,0.196,19,33,0.92,0.155,4.17,202.23,1667.56,1516.33,1589.9,1902.4,1449.54,1238.55,1
437,1149.64,0.477,25,16,0.307,0.188,3.94,254.73,885.78,1537.17,896.71,2450.4,1988.15,947.03,1
438,2310.84,0.168,23,35,0.87,0.079,4.14,505.75,2147.85,3207.84,2435.46,2288.99,1893.33,2353.95,1
439,1508.0,0.296,25,24,0.64,0.11,3.72,199.83,1436.53,1780.52,1088.15,836.85,1553.15,1296.8,1
440,2071.16,0.429,24,13,0.38,0.158,3.23,32.69,1625.15,2791.4,4155.25,2423.38,2522.51,501.23,1
441,975.28,0.1,22,26,1.0,0.026,3.58,156.29,1079.38,994.07,1091.28,772.74,836.62,1053.17,1
442,1298.58,0.535,19,12,0.175,0.224,3.5,83.16,424.8,2619.65,1510.14,360.63,906.89,1428.02,1
443,3601.88,0.314,20,16,0.503,0.068,4.6,671.0,3559.87,1943.85,4729.55,4069.72,1689.55,4016.81,1
444,1252.34,0.217,17,37,0.64,0.123,4.25,199.72,1276.61,780.98,1118.94,876.93,1207.7,1213.9,1
445,3057.67,0.556,16,14,0.019,0.263,3.51,406.55,2845.84,3317.76,1174.61,2554.54,1713.31,5629.42,1
446,1138.25,0.616,18,9,0.039,0.276,2.97,86.91,1817.02,1601.01,0.0,98.23,1283.84,784.57,1
447,1363.96,0.289,19,23,0.709,0.089,3.74,375.01,770.82,348.56,1396.72,1386.15,1614.33,939.18,1
448,1394.7,0.401,18,25,0.45,0.14,4.09,200.43,1712.56,1392.78,1278.2,2023.36,2171.89,2325.85,0
449,1001.26,0.432,18,14,0.493,0.191,4.3,368.73,462.7,923.18,1225.9,736.15,2010.19,50.15,0
450,503.04,0.395,28,21,0.584,0.151,4.22,91.95,401.97,650.88,505.64,499.18,544.3,472.49,1
451,1284.74,0.636,9,11,0.346,0.253,3.48,267.39,184.07,1634.89,1671.76,618.43,1026.19,1223.07,1
452,4568.32,0.463,20,12,0.416,0.191,3.41,836.63,3866.06,744.56,6283.48,2991.24,3776.03,4326.08,1
453,1548.3,0.479,17,14,0.509,0.133,3.56,321.0,1119.04,746.48,464.29,931.1,832.0,396.71,1
454,1775.79,0.383,17,22,0.521,0.171,3.44,474.87,2890.14,1227.01,2366.81,2310.38,2080.62,969.72,1
455,1152.92,0.393,18,18,0.462,0.055,3.09,309.37,1262.25,1487.64,968.75,512.64,928.75,1586.86,0
456,3159.37,0.311,23,18,0.583,0.229,3.39,122.18,3591.47,3527.47,3667.9,2833.32,3668.36,4520.48,1
